
0,1a,5.985,5.477,5.491,5.287,5.111,5.026,
1,1b,0.223,0.192,0.242,0.233,0.233,0.236,
2,1c,4.268,3.959,3.879,1.145,0.962,0.935,
3,1d,0.224,0.192,0.263,0.262,0.276,0.258,
4,2a,441.481,441.913,222.864,219.563,218.791,221.628,
5,2b,437.333,435.774,206.056,205.559,208.285,209.178,
6,2c,416.642,412.228,23.046,23.313,23.145,23.197,
7,2d,536.801,526.021,352.805,350.704,327.561,325.286,
8,3a,102.294,98.580,97.907,96.235,96.159,
9,3b,60.744,59.742,58.807,59.014,58.269,
10,3c,200.499,197.712,197.134,197.058,195.548,
11,4a,70.203,1198.544,70.873,69.387,57.874,57.652,
12,4b,52.555,100.484,100.441,99.893,100.172,100.216,
13,4c,78.490,76.992,75.541,75.647,73.591,71.715,
14,5a,329.037,199.743,194.702,194.903,195.095,194.970,
15,5b,308.609,183.649,183.247,179.683,181.539,186.780,
16,5c,416.225,220.567,223.249,223.647,223.486,223.607,
17,6a,14.278,12.197,12.442,12.150,12.192,12.290,
18,6b,133.456,129.300,128.396,127.412,127.352,126.825,
19,6c,9.267,9.099,8.922,8.710,8.916,9.029,
20,6d,3055.098,3079.747,3384.309,563.287,563.074,560.387,
21,6e,14.495,13.434,13.098,12.977,13.178,13.049,
22,6f,3514.717,3500.410,3368.326,3116.365,3100.443,3193.595,
23,7a,586.179,597.409,706.516,77.503,78.220,77.117,76.081,76.627,77.436,
24,7b,148.770,153.796,160.773,156.151,155.327,157.554,149.705,147.450,152.145,
25,7c,6665.209,6690.410,3298.043,3271.567,2973.909,3972.023,3052.813,3041.016,3007.593,
26,8a,1664.053,1645.769,1255.810,1246.887,1232.969,765.793,765.354,768.343,
27,8b,351.011,360.680,271.013,270.954,271.755,270.685,274.104,272.781,
28,8c,8676.178,21392.421,16811.825,11617.202,8979.097,6959.290,6961.862,7243.305,
29,8d,3410.308,2933.388,2507.087,2931.168,2769.363,2281.711,3206.816,3326.053,
30,9a,627.190,1626.629,938.781,941.102,938.680,939.305,938.290,940.930,940.121,
31,9b,620.855,1489.724,931.642,929.659,932.854,932.345,933.275,928.603,928.162,
32,9c,1024.034,1714.279,2448.212,1987.657,1950.212,1968.681,1881.839,1866.074,1904.422,
33,9d,4519.703,4496.088,6618.386,6803.912,5157.398,5091.469,5549.430,6400.446,6312.828,
34,10a,262.116,265.407,263.053,262.172,265.072,263.152,254.714,261.251,
35,10b,110.753,113.716,113.078,110.858,108.778,109.940,106.255,108.747,
36,10c,7443.016,23712.223,16441.366,4959.360,4966.982,5000.788,4981.569,4952.756,
37,11a,34.608,30.513,25.187,25.136,26.365,25.707,24.810,24.630,24.718,
38,11b,10.096,14.167,22.202,22.059,21.958,22.032,22.052,21.918,21.719,
39,11c,162.251,1571.128,118.221,118.152,127.822,118.362,108.474,108.410,108.803,
40,11d,162.298,5856.375,133.962,133.087,135.191,138.510,111.458,116.933,112.197,
41,12a,292.566,434.634,433.892,292.601,325.039,292.259,291.311,291.267,291.207,
42,12b,1.784,1.801,1.748,5.840,0.406,0.398,0.410,0.389,0.366,
43,12c,1455.226,1458.404,2146.255,1624.279,1626.876,1524.252,1521.248,1502.690,1467.163,
44,13a,3013.526,3848.559,1386.553,2313.609,1032.237,1065.149,1007.521,1000.446,991.290,1007.042,
45,13b,980.969,982.049,202.250,201.451,200.915,201.848,206.864,207.504,205.648,204.640,
46,13c,943.340,944.295,146.639,146.441,146.407,145.932,146.896,146.639,148.205,147.629,
47,13d,4542.817,8444.667,7561.185,8751.877,3799.296,4113.219,3506.368,3484.148,2858.677,2889.352,
48,14a,229.248,229.413,200.391,199.992,271.258,198.676,203.947,197.875,198.679,
49,14b,80.725,79.849,79.588,78.477,79.222,79.942,79.599,79.251,79.225,
50,14c,543.369,545.135,413.970,425.095,425.512,408.655,410.564,409.888,410.749,
51,15a,613.816,700.744,622.118,650.283,654.225,652.161,647.254,651.388,651.796,654.369,
52,15b,28.044,27.884,28.142,27.968,28.132,27.700,28.144,27.838,27.808,27.452,
53,15c,541.483,12074.240,8960.267,478.158,487.172,479.159,477.259,477.476,475.945,476.061,
54,15d,698.049,14074.115,13459.708,6571.712,731.537,613.116,627.733,623.292,626.569,622.346,
55,16a,130.767,130.908,136.213,130.568,131.117,179.098,177.807,131.306,130.301,
