
0,1a,5.959,6.220,5.932,5.941,5.713,5.397,
1,1b,0.214,0.216,0.219,0.213,0.203,0.197,
2,1c,1.205,1.209,1.178,1.159,1.155,0.979,
3,1d,0.220,0.206,0.211,0.207,0.190,0.187,
4,2a,446.447,546.982,552.263,547.073,543.724,552.844,
5,2b,442.754,545.045,547.437,532.994,537.714,549.322,
6,2c,412.310,519.443,20.975,20.921,21.397,20.834,
7,2d,564.216,664.024,705.731,696.122,665.109,682.346,
8,3a,106.405,114.411,118.189,117.391,113.333,
9,3b,61.211,68.222,68.137,70.523,72.941,
10,3c,205.562,237.006,237.784,240.438,235.651,
11,4a,58.954,65.392,72.160,67.061,68.186,64.764,
12,4b,54.313,57.915,57.053,62.248,62.649,60.720,
13,4c,83.260,92.778,93.783,91.906,95.990,95.915,
14,5a,186.110,379.762,375.038,372.983,372.949,374.216,
15,5b,190.255,286.297,286.877,289.686,286.940,285.214,
16,5c,481.087,1029.805,1034.956,1033.148,1028.959,1029.939,
17,6a,13.645,13.302,13.007,15.048,13.607,13.914,
18,6b,130.481,136.827,139.129,142.413,147.449,142.705,
19,6c,8.069,8.486,8.475,8.264,8.432,7.866,
20,6d,3322.622,3703.905,3713.661,3662.938,3601.056,3664.204,
21,6e,11.778,14.201,13.170,13.057,13.404,11.492,
22,6f,3582.292,3918.305,3883.557,3847.330,3880.675,3904.025,
23,7a,574.291,672.898,784.291,59.234,59.291,60.952,60.824,61.628,59.940,
24,7b,138.607,154.189,166.966,182.348,181.884,173.393,171.551,178.328,158.330,
25,7c,5852.276,6432.091,6451.125,6438.546,2633.758,2686.993,2443.803,2404.739,2441.326,
26,8a,1412.182,1890.389,1775.015,1761.244,1765.049,1765.906,1758.867,1772.445,
27,8b,129.071,154.995,151.836,152.267,160.390,146.989,150.256,145.945,
28,8c,14626.784,16960.155,16969.536,17829.510,17694.135,17548.107,17716.033,17610.912,
29,8d,6948.593,9730.112,9665.944,9697.431,9505.277,9624.901,9511.262,9551.816,
30,9a,1774.641,1787.747,1801.386,1800.782,1804.021,1789.894,1782.830,1784.835,1783.947,
31,9b,1757.551,1774.049,1770.671,1786.669,1781.949,1775.406,1776.586,1770.898,1767.752,
32,9c,1683.439,2097.776,1620.549,2098.454,2075.361,2088.525,2078.923,2070.393,2129.362,
33,9d,4722.912,5147.868,5177.339,5127.179,8099.193,11137.104,12226.108,12214.163,12156.208,
34,10a,266.700,336.862,344.981,325.200,336.156,359.175,324.894,333.758,
35,10b,115.093,139.344,134.417,130.311,127.786,129.835,135.393,131.016,
36,10c,9104.934,12111.683,3606.560,3590.918,3584.063,3593.185,3603.576,3603.650,
37,11a,30.285,32.260,31.874,36.796,34.897,32.352,31.900,31.986,31.679,
38,11b,2.592,3.281,2.923,2.967,2.849,2.962,3.070,2.993,3.210,
39,11c,620.733,746.656,1792.029,254.944,242.104,244.758,239.559,241.056,242.648,
40,11d,152.207,284.513,263.663,266.713,248.570,251.122,251.955,246.002,251.267,
41,12a,908.936,941.876,286.539,925.394,928.750,945.046,929.286,921.343,957.392,
42,12b,386.479,392.733,357.030,347.429,355.824,355.819,358.652,425.246,407.061,
43,12c,1269.185,1433.692,1070.717,1408.404,1398.951,1408.897,1402.183,1402.933,1400.500,
44,13a,22270.388,31390.355,4360.282,23064.912,5783.422,5841.949,5963.242,6555.689,6527.290,6609.629,
45,13b,202.796,6066.949,6056.724,6028.468,5944.666,5946.614,6002.920,5935.504,5928.702,5982.282,
46,13c,146.031,5768.456,5776.940,5748.817,5744.669,5704.148,5992.472,5991.554,5770.994,5806.509,
47,13d,21489.737,31380.160,23248.528,23309.367,12274.932,23320.036,8728.349,9493.619,9463.607,9491.544,
48,14a,184.346,210.656,202.612,205.558,264.943,210.823,208.164,216.773,209.717,
49,14b,71.765,76.117,74.108,74.626,76.371,75.504,74.849,78.036,77.708,
50,14c,427.497,473.341,433.788,437.824,428.724,429.716,854.886,870.723,861.993,
51,15a,504.087,522.848,506.643,510.117,518.469,516.406,521.614,518.491,520.470,511.748,
52,15b,25.279,25.902,26.708,27.689,26.187,27.516,26.784,27.316,26.344,26.554,
53,15c,511.642,522.409,509.243,525.066,515.856,524.937,520.884,520.420,528.960,531.768,
54,15d,600.439,542.703,647.636,681.431,541.593,547.816,543.534,533.832,541.287,543.027,
55,16a,125.309,129.536,128.881,127.031,133.134,131.788,125.876,131.883,132.020,
56,16b,19592.109,22801.931,22965.161,23178.581,27163.087,16434.097,16496.211,16251.231,16299.837,
57,16c,1607.180,
